key,path,status,gen_text,gen_text_for_tts,target_text,interferer_text,target_spk,interferer_spk,pass_audio,sample_rate,duration,rms,peak,silence_rate,clip_rate_0p99,audio_error
8555-284447-0002_6829-68769-0024__T1__SCV3FIX__VOICE-8555_CONTENT-6829-6829-68769-0024,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0002_6829-68769-0024__T1__SCV3FIX__VOICE-8555_CONTENT-6829-6829-68769-0024__naturalized.wav,ok,OLD WILL IS A FINE FELLOW BUT POOR AND HELPLESS SINCE MISSUS ROGERS HAD HER ACCIDENT,old will is a fine fellow but poor and helpless since missus rogers had her accident.,I WOULDN'T MIND A CUP O COFFEE MYSELF SAID CAP'N BILL I'VE HAD CONSID'BLE EXERCISE THIS MORNIN AND I'M ALL READY FOR BREAKFAS,OLD WILL IS A FINE FELLOW BUT POOR AND HELPLESS SINCE MISSUS ROGERS HAD HER ACCIDENT,8555,6829,True,24000,6.56,0.06065712124109268,0.4854736328125,0.07902693089430894,0.0,
8555-284447-0002_6829-68769-0024__T2__SCV3FIX__VOICE-6829_CONTENT-8555-8555-284447-0002,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0002_6829-68769-0024__T2__SCV3FIX__VOICE-6829_CONTENT-8555-8555-284447-0002__naturalized.wav,ok,I WOULDN'T MIND A CUP O COFFEE MYSELF SAID CAP'N BILL I'VE HAD CONSID'BLE EXERCISE THIS MORNIN AND I'M ALL READY FOR BREAKFAS,i wouldn't mind a cup o coffee myself said cap'n bill i've had consid'ble exercise this mornin and i'm all ready for breakfas.,OLD WILL IS A FINE FELLOW BUT POOR AND HELPLESS SINCE MISSUS ROGERS HAD HER ACCIDENT,I WOULDN'T MIND A CUP O COFFEE MYSELF SAID CAP'N BILL I'VE HAD CONSID'BLE EXERCISE THIS MORNIN AND I'M ALL READY FOR BREAKFAS,6829,8555,True,24000,6.058666666666666,0.07991687953472137,0.7418212890625,0.04813352772887324,0.0,
8555-284447-0003_1320-122617-0029__T1__SCV3FIX__VOICE-8555_CONTENT-1320-1320-122617-0029,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0003_1320-122617-0029__T1__SCV3FIX__VOICE-8555_CONTENT-1320-1320-122617-0029__naturalized.wav,ok,IF YOU ARE NOT THEN KNOCKED ON THE HEAD YOUR BEING A NON COMPOSSER WILL PROTECT YOU AND YOU'LL THEN HAVE A GOOD REASON TO EXPECT TO DIE IN YOUR BED,if you are not then knocked on the head your being a non composser will protect you and you'll then have a good reason to expect to die in your bed.,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,IF YOU ARE NOT THEN KNOCKED ON THE HEAD YOUR BEING A NON COMPOSSER WILL PROTECT YOU AND YOU'LL THEN HAVE A GOOD REASON TO EXPECT TO DIE IN YOUR BED,8555,1320,True,24000,11.434666666666667,0.058348141610622406,0.444183349609375,0.125703270755597,0.0,
8555-284447-0003_1320-122617-0029__T2__SCV3FIX__VOICE-1320_CONTENT-8555-8555-284447-0003,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0003_1320-122617-0029__T2__SCV3FIX__VOICE-1320_CONTENT-8555-8555-284447-0003__naturalized.wav,ok,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,but cap'n bill made no such attempt knowing it would be useless.,IF YOU ARE NOT THEN KNOCKED ON THE HEAD YOUR BEING A NON COMPOSSER WILL PROTECT YOU AND YOU'LL THEN HAVE A GOOD REASON TO EXPECT TO DIE IN YOUR BED,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,1320,8555,True,24000,3.2426666666666666,0.04436381906270981,0.2991943359375,0.05951891447368421,0.0,
8555-284447-0003_4992-23283-0008__T1__SCV3FIX__VOICE-8555_CONTENT-4992-4992-23283-0008,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0003_4992-23283-0008__T1__SCV3FIX__VOICE-8555_CONTENT-4992-4992-23283-0008__naturalized.wav,ok,HE SEEMED TO WAIT FOR HER REPLY BUT AS SHE MADE NONE HE PROCEEDED,he seemed to wait for her reply but as she made none he proceeded.,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,HE SEEMED TO WAIT FOR HER REPLY BUT AS SHE MADE NONE HE PROCEEDED,8555,4992,True,24000,5.088,0.04857398197054863,0.3370361328125,0.1281446540880503,0.0,
8555-284447-0003_4992-23283-0008__T2__SCV3FIX__VOICE-4992_CONTENT-8555-8555-284447-0003,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0003_4992-23283-0008__T2__SCV3FIX__VOICE-4992_CONTENT-8555-8555-284447-0003__naturalized.wav,ok,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,but cap'n bill made no such attempt knowing it would be useless.,HE SEEMED TO WAIT FOR HER REPLY BUT AS SHE MADE NONE HE PROCEEDED,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,4992,8555,True,24000,3.808,0.05489863455295563,0.466339111328125,0.06793811274509803,0.0,
8555-284447-0003_7021-79740-0011__T1__SCV3FIX__VOICE-8555_CONTENT-7021-7021-79740-0011,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0003_7021-79740-0011__T1__SCV3FIX__VOICE-8555_CONTENT-7021-7021-79740-0011__naturalized.wav,ok,SO SAYING SHE LED THE WAY ON TIPTOE FOLLOWED BY THE CHILDREN OUT OF THE ROOM AND ROUND BY A CIRCUITOUS ROUTE TO THE PIAZZA THERE,so saying she led the way on tiptoe followed by the children out of the room and round by a circuitous route to the piazza there.,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,SO SAYING SHE LED THE WAY ON TIPTOE FOLLOWED BY THE CHILDREN OUT OF THE ROOM AND ROUND BY A CIRCUITOUS ROUTE TO THE PIAZZA THERE,8555,7021,True,24000,9.962666666666667,0.057510197162628174,0.514984130859375,0.08464935760171306,0.0,
8555-284447-0003_7021-79740-0011__T2__SCV3FIX__VOICE-7021_CONTENT-8555-8555-284447-0003,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0003_7021-79740-0011__T2__SCV3FIX__VOICE-7021_CONTENT-8555-8555-284447-0003__naturalized.wav,ok,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,but cap'n bill made no such attempt knowing it would be useless.,SO SAYING SHE LED THE WAY ON TIPTOE FOLLOWED BY THE CHILDREN OUT OF THE ROOM AND ROUND BY A CIRCUITOUS ROUTE TO THE PIAZZA THERE,BUT CAP'N BILL MADE NO SUCH ATTEMPT KNOWING IT WOULD BE USELESS,7021,8555,True,24000,3.3066666666666666,0.08148051798343658,0.63128662109375,0.10627520161290323,0.0,
8555-284447-0004_5683-32879-0000__T1__SCV3FIX__VOICE-8555_CONTENT-5683-5683-32879-0000,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0004_5683-32879-0000__T1__SCV3FIX__VOICE-8555_CONTENT-5683-5683-32879-0000__naturalized.wav,ok,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKET OF REDMAN'S FARM,it was not very much past eleven that morning when the pony carriage from brandon drew up before the little garden wicket of redman's farm.,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKET OF REDMAN'S FARM,8555,5683,True,24000,10.730666666666666,0.05232715234160423,0.47747802734375,0.1177777087475149,0.0,
8555-284447-0004_5683-32879-0000__T2__SCV3FIX__VOICE-5683_CONTENT-8555-8555-284447-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0004_5683-32879-0000__T2__SCV3FIX__VOICE-5683_CONTENT-8555-8555-284447-0004__naturalized.wav,ok,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,as soon as they entered the room of the great knife the boolooroo gave a yell of disappointment.,IT WAS NOT VERY MUCH PAST ELEVEN THAT MORNING WHEN THE PONY CARRIAGE FROM BRANDON DREW UP BEFORE THE LITTLE GARDEN WICKET OF REDMAN'S FARM,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,5683,8555,True,24000,5.184,0.0687437653541565,0.5902099609375,0.10864358281893004,0.0,
8555-284447-0004_7176-92135-0001__T1__SCV3FIX__VOICE-8555_CONTENT-7176-7176-92135-0001,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0004_7176-92135-0001__T1__SCV3FIX__VOICE-8555_CONTENT-7176-7176-92135-0001__naturalized.wav,ok,IN SHORT HE BECOMES A PROMINENT FIGURE IN LONDON SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO,in short he becomes a prominent figure in london society and if he is not careful somebody will say so.,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,IN SHORT HE BECOMES A PROMINENT FIGURE IN LONDON SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO,8555,7176,True,24000,7.946666666666666,0.05433891341090202,0.41961669921875,0.07027055369127516,0.0,
8555-284447-0004_7176-92135-0001__T2__SCV3FIX__VOICE-7176_CONTENT-8555-8555-284447-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0004_7176-92135-0001__T2__SCV3FIX__VOICE-7176_CONTENT-8555-8555-284447-0004__naturalized.wav,ok,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,as soon as they entered the room of the great knife the boolooroo gave a yell of disappointment.,IN SHORT HE BECOMES A PROMINENT FIGURE IN LONDON SOCIETY AND IF HE IS NOT CAREFUL SOMEBODY WILL SAY SO,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,7176,8555,True,24000,6.602666666666667,0.09860403835773468,0.60546875,0.061117982633279486,0.0,
8555-284447-0004_8463-287645-0009__T1__SCV3FIX__VOICE-8555_CONTENT-8463-8463-287645-0009,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0004_8463-287645-0009__T1__SCV3FIX__VOICE-8555_CONTENT-8463-8463-287645-0009__naturalized.wav,ok,I NEVER KNEW OF BUT ONE MAN WHO COULD EVER PLEASE HIM,i never knew of but one man who could ever please him.,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,I NEVER KNEW OF BUT ONE MAN WHO COULD EVER PLEASE HIM,8555,8463,True,24000,4.16,0.062280699610710144,0.483062744140625,0.18764022435897437,0.0,
8555-284447-0004_8463-287645-0009__T2__SCV3FIX__VOICE-8463_CONTENT-8555-8555-284447-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0004_8463-287645-0009__T2__SCV3FIX__VOICE-8463_CONTENT-8555-8555-284447-0004__naturalized.wav,ok,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,as soon as they entered the room of the great knife the boolooroo gave a yell of disappointment.,I NEVER KNEW OF BUT ONE MAN WHO COULD EVER PLEASE HIM,AS SOON AS THEY ENTERED THE ROOM OF THE GREAT KNIFE THE BOOLOOROO GAVE A YELL OF DISAPPOINTMENT,8463,8555,True,24000,6.357333333333333,0.0606955960392952,0.63201904296875,0.0906892302852349,0.0,
8555-284447-0006_1320-122617-0024__T1__SCV3FIX__VOICE-8555_CONTENT-1320-1320-122617-0024,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0006_1320-122617-0024__T1__SCV3FIX__VOICE-8555_CONTENT-1320-1320-122617-0024__naturalized.wav,ok,BUT HAWKEYE WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF THAN TO HIS COMPANION,but hawkeye who was too much occupied with his own thoughts to note the movement continued speaking more to himself than to his companion.,IN ONE PLACE AT THE HEAD OF THE ROOM WAS A RAISED PLATFORM FOR THE ROYAL FAMILY WITH ELEGANT THRONE CHAIRS FOR THE KING AND QUEEN AND SIX SMALLER BUT RICHLY UPHOLSTERED CHAIRS FOR THE SNUBNOSED PRINCESSES,BUT HAWKEYE WHO WAS TOO MUCH OCCUPIED WITH HIS OWN THOUGHTS TO NOTE THE MOVEMENT CONTINUED SPEAKING MORE TO HIMSELF THAN TO HIS COMPANION,8555,1320,True,24000,10.656,0.06380785256624222,0.458404541015625,0.10435826451451452,0.0,
8555-284447-0006_908-31957-0021__T1__SCV3FIX__VOICE-8555_CONTENT-908-908-31957-0021,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0006_908-31957-0021__T1__SCV3FIX__VOICE-8555_CONTENT-908-908-31957-0021__naturalized.wav,ok,OH TO SHOOT MY SOUL'S FULL MEANING INTO FUTURE YEARS THAT THEY SHOULD LEND IT UTTERANCE AND SALUTE LOVE THAT ENDURES FROM LIFE THAT DISAPPEARS,oh to shoot my soul's full meaning into future years that they should lend it utterance and salute love that endures from life that disappears.,IN ONE PLACE AT THE HEAD OF THE ROOM WAS A RAISED PLATFORM FOR THE ROYAL FAMILY WITH ELEGANT THRONE CHAIRS FOR THE KING AND QUEEN AND SIX SMALLER BUT RICHLY UPHOLSTERED CHAIRS FOR THE SNUBNOSED PRINCESSES,OH TO SHOOT MY SOUL'S FULL MEANING INTO FUTURE YEARS THAT THEY SHOULD LEND IT UTTERANCE AND SALUTE LOVE THAT ENDURES FROM LIFE THAT DISAPPEARS,8555,908,True,24000,11.04,0.05743075907230377,0.395965576171875,0.1049290458937198,0.0,
8555-284447-0007_6829-68771-0033__T1__SCV3FIX__VOICE-8555_CONTENT-6829-6829-68771-0033,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0007_6829-68771-0033__T1__SCV3FIX__VOICE-8555_CONTENT-6829-6829-68771-0033__naturalized.wav,ok,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS GESTURE THAT MADE HER VISITOR CATCH HER BREATH,she rose quickly to her feet with an impetuous gesture that made her visitor catch her breath.,THEREFORE HER MAJESTY PAID NO ATTENTION TO ANYONE AND NO ONE PAID ANY ATTENTION TO HER,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS GESTURE THAT MADE HER VISITOR CATCH HER BREATH,8555,6829,True,24000,7.253333333333333,0.04461512714624405,0.357513427734375,0.0952493106617647,0.0,
8555-284447-0007_6829-68771-0033__T2__SCV3FIX__VOICE-6829_CONTENT-8555-8555-284447-0007,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0007_6829-68771-0033__T2__SCV3FIX__VOICE-6829_CONTENT-8555-8555-284447-0007__naturalized.wav,ok,THEREFORE HER MAJESTY PAID NO ATTENTION TO ANYONE AND NO ONE PAID ANY ATTENTION TO HER,therefore her majesty paid no attention to anyone and no one paid any attention to her.,SHE ROSE QUICKLY TO HER FEET WITH AN IMPETUOUS GESTURE THAT MADE HER VISITOR CATCH HER BREATH,THEREFORE HER MAJESTY PAID NO ATTENTION TO ANYONE AND NO ONE PAID ANY ATTENTION TO HER,6829,8555,True,24000,4.181333333333333,0.06986375153064728,0.586273193359375,0.07171755420918367,0.0,
8555-284447-0008_3570-5695-0002__T1__SCV3FIX__VOICE-8555_CONTENT-3570-3570-5695-0002,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0008_3570-5695-0002__T1__SCV3FIX__VOICE-8555_CONTENT-3570-3570-5695-0002__naturalized.wav,ok,BUT AS WE DESCEND THE SOCIAL SCALE THE POINT IS PRESENTLY REACHED WHERE THE DUTIES OF VICARIOUS LEISURE AND CONSUMPTION DEVOLVE UPON THE WIFE ALONE,but as we descend the social scale the point is presently reached where the duties of vicarious leisure and consumption devolve upon the wife alone.,RICH JEWELS OF BLUE STONES GLITTERED UPON THEIR PERSONS AND THE ROYAL LADIES WERE FULLY AS GORGEOUS AS THEY WERE HAUGHTY AND OVERBEARING,BUT AS WE DESCEND THE SOCIAL SCALE THE POINT IS PRESENTLY REACHED WHERE THE DUTIES OF VICARIOUS LEISURE AND CONSUMPTION DEVOLVE UPON THE WIFE ALONE,8555,3570,True,24000,11.434666666666667,0.05771460384130478,0.480743408203125,0.08731124650186567,0.0,
8555-284447-0008_3570-5695-0002__T2__SCV3FIX__VOICE-3570_CONTENT-8555-8555-284447-0008,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0008_3570-5695-0002__T2__SCV3FIX__VOICE-3570_CONTENT-8555-8555-284447-0008__naturalized.wav,ok,RICH JEWELS OF BLUE STONES GLITTERED UPON THEIR PERSONS AND THE ROYAL LADIES WERE FULLY AS GORGEOUS AS THEY WERE HAUGHTY AND OVERBEARING,rich jewels of blue stones glittered upon their persons and the royal ladies were fully as gorgeous as they were haughty and overbearing.,BUT AS WE DESCEND THE SOCIAL SCALE THE POINT IS PRESENTLY REACHED WHERE THE DUTIES OF VICARIOUS LEISURE AND CONSUMPTION DEVOLVE UPON THE WIFE ALONE,RICH JEWELS OF BLUE STONES GLITTERED UPON THEIR PERSONS AND THE ROYAL LADIES WERE FULLY AS GORGEOUS AS THEY WERE HAUGHTY AND OVERBEARING,3570,8555,True,24000,7.808,0.06828802078962326,0.44061279296875,0.0535828637295082,0.0,
8555-284447-0008_7176-92135-0017__T1__SCV3FIX__VOICE-8555_CONTENT-7176-7176-92135-0017,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0008_7176-92135-0017__T1__SCV3FIX__VOICE-8555_CONTENT-7176-7176-92135-0017__naturalized.wav,ok,IN THE OLD BADLY MADE PLAY IT WAS FREQUENTLY NECESSARY FOR ONE OF THE CHARACTERS TO TAKE THE AUDIENCE INTO HIS CONFIDENCE,in the old badly made play it was frequently necessary for one of the characters to take the audience into his confidence.,RICH JEWELS OF BLUE STONES GLITTERED UPON THEIR PERSONS AND THE ROYAL LADIES WERE FULLY AS GORGEOUS AS THEY WERE HAUGHTY AND OVERBEARING,IN THE OLD BADLY MADE PLAY IT WAS FREQUENTLY NECESSARY FOR ONE OF THE CHARACTERS TO TAKE THE AUDIENCE INTO HIS CONFIDENCE,8555,7176,True,24000,9.418666666666667,0.0585608147084713,0.44146728515625,0.08905188278595697,0.0,
8555-284447-0008_7176-92135-0017__T2__SCV3FIX__VOICE-7176_CONTENT-8555-8555-284447-0008,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0008_7176-92135-0017__T2__SCV3FIX__VOICE-7176_CONTENT-8555-8555-284447-0008__naturalized.wav,ok,RICH JEWELS OF BLUE STONES GLITTERED UPON THEIR PERSONS AND THE ROYAL LADIES WERE FULLY AS GORGEOUS AS THEY WERE HAUGHTY AND OVERBEARING,rich jewels of blue stones glittered upon their persons and the royal ladies were fully as gorgeous as they were haughty and overbearing.,IN THE OLD BADLY MADE PLAY IT WAS FREQUENTLY NECESSARY FOR ONE OF THE CHARACTERS TO TAKE THE AUDIENCE INTO HIS CONFIDENCE,RICH JEWELS OF BLUE STONES GLITTERED UPON THEIR PERSONS AND THE ROYAL LADIES WERE FULLY AS GORGEOUS AS THEY WERE HAUGHTY AND OVERBEARING,7176,8555,True,24000,9.429333333333334,0.0914434939622879,0.664459228515625,0.055871747737556564,0.0,
8555-284447-0009_260-123440-0012__T1__SCV3FIX__VOICE-8555_CONTENT-260-260-123440-0012,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0009_260-123440-0012__T1__SCV3FIX__VOICE-8555_CONTENT-260-260-123440-0012__naturalized.wav,ok,IT'LL BE NO USE THEIR PUTTING THEIR HEADS DOWN AND SAYING COME UP AGAIN DEAR,it'll be no use their putting their heads down and saying come up again dear.,MORNIN GIRLS HOPE YE FEEL AS WELL AS YE LOOK,IT'LL BE NO USE THEIR PUTTING THEIR HEADS DOWN AND SAYING COME UP AGAIN DEAR,8555,260,True,24000,5.941333333333334,0.05969947203993797,0.41949462890625,0.10218665843806105,0.0,
8555-284447-0009_260-123440-0012__T2__SCV3FIX__VOICE-260_CONTENT-8555-8555-284447-0009,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0009_260-123440-0012__T2__SCV3FIX__VOICE-260_CONTENT-8555-8555-284447-0009__naturalized.wav,ok,MORNIN GIRLS HOPE YE FEEL AS WELL AS YE LOOK,mornin girls hope ye feel as well as ye look.,IT'LL BE NO USE THEIR PUTTING THEIR HEADS DOWN AND SAYING COME UP AGAIN DEAR,MORNIN GIRLS HOPE YE FEEL AS WELL AS YE LOOK,260,8555,True,24000,3.018666666666667,0.08885057270526886,0.436065673828125,0.08537157685512367,0.0,
8555-284447-0009_4507-16021-0048__T1__SCV3FIX__VOICE-8555_CONTENT-4507-4507-16021-0048,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0009_4507-16021-0048__T1__SCV3FIX__VOICE-8555_CONTENT-4507-4507-16021-0048__naturalized.wav,ok,THIS WITHOUT RECKONING IN THE PAINS OF THE HEART AND SO IT GOES ON,this without reckoning in the pains of the heart and so it goes on.,MORNIN GIRLS HOPE YE FEEL AS WELL AS YE LOOK,THIS WITHOUT RECKONING IN THE PAINS OF THE HEART AND SO IT GOES ON,8555,4507,True,24000,5.1626666666666665,0.05028599500656128,0.4425048828125,0.19260879390495866,0.0,
8555-284447-0009_4507-16021-0048__T2__SCV3FIX__VOICE-4507_CONTENT-8555-8555-284447-0009,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0009_4507-16021-0048__T2__SCV3FIX__VOICE-4507_CONTENT-8555-8555-284447-0009__naturalized.wav,ok,MORNIN GIRLS HOPE YE FEEL AS WELL AS YE LOOK,mornin girls hope ye feel as well as ye look.,THIS WITHOUT RECKONING IN THE PAINS OF THE HEART AND SO IT GOES ON,MORNIN GIRLS HOPE YE FEEL AS WELL AS YE LOOK,4507,8555,True,24000,4.522666666666667,0.06752415001392365,0.417724609375,0.1171875,0.0,
8555-284447-0010_7729-102255-0005__T1__SCV3FIX__VOICE-8555_CONTENT-7729-7729-102255-0005,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0010_7729-102255-0005__T1__SCV3FIX__VOICE-8555_CONTENT-7729-7729-102255-0005__naturalized.wav,ok,THIS WAS A FORMIDABLE ARRAY OF ADVANTAGES SLAVERY WAS PLAYING WITH LOADED DICE,this was a formidable array of advantages slavery was playing with loaded dice.,CONTROL YOURSELVES MY DEARS REPLIED THE BOOLOOROO THE WORST PUNISHMENT I KNOW HOW TO INFLICT ON ANYONE THIS PRISONER IS ABOUT TO SUFFER YOU'LL SEE A VERY PRETTY PATCHING MY ROYAL DAUGHTERS,THIS WAS A FORMIDABLE ARRAY OF ADVANTAGES SLAVERY WAS PLAYING WITH LOADED DICE,8555,7729,True,24000,6.0906666666666665,0.050663597881793976,0.36920166015625,0.08848237740805605,0.0,
8555-284447-0010_7729-102255-0005__T2__SCV3FIX__VOICE-7729_CONTENT-8555-8555-284447-0010,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0010_7729-102255-0005__T2__SCV3FIX__VOICE-7729_CONTENT-8555-8555-284447-0010__naturalized.wav,ok,CONTROL YOURSELVES MY DEARS REPLIED THE BOOLOOROO THE WORST PUNISHMENT I KNOW HOW TO INFLICT ON ANYONE THIS PRISONER IS ABOUT TO SUFFER YOU'LL SEE A VERY PRETTY PATCHING MY ROYAL DAUGHTERS,control yourselves my dears replied the boolooroo the worst punishment i know how to inflict on anyone this prisoner is about to suffer you'll see a very pretty patching my royal daughters.,THIS WAS A FORMIDABLE ARRAY OF ADVANTAGES SLAVERY WAS PLAYING WITH LOADED DICE,CONTROL YOURSELVES MY DEARS REPLIED THE BOOLOOROO THE WORST PUNISHMENT I KNOW HOW TO INFLICT ON ANYONE THIS PRISONER IS ABOUT TO SUFFER YOU'LL SEE A VERY PRETTY PATCHING MY ROYAL DAUGHTERS,7729,8555,True,24000,12.842666666666666,0.08432880789041519,0.586029052734375,0.062454578488372096,0.0,
8555-284447-0013_3575-170457-0004__T1__SCV3FIX__VOICE-8555_CONTENT-3575-3575-170457-0004,/data/tse_cue_project/manifests/librimix_similar_content_v3_tts_enroll_conflict_quality_first_20260609/clean/test/candidate_enrollment/8555-284447-0013_3575-170457-0004__T1__SCV3FIX__VOICE-8555_CONTENT-3575-3575-170457-0004__naturalized.wav,ok,WE USED TO DISPUTE ABOUT POLITICS AND RELIGION,we used to dispute about politics and religion.,WHY YOU SAID TO FETCH THE FIRST LIVING CREATURE WE MET AND THAT WAS THIS BILLYGOAT REPLIED THE CAPTAIN PANTING HARD AS HE HELD FAST TO ONE OF THE GOAT'S HORNS,WE USED TO DISPUTE ABOUT POLITICS AND RELIGION,8555,3575,True,24000,3.616,0.047863494604825974,0.39605712890625,0.09583563790560472,0.0,
